,시군구,약국명칭,주소,전화번호
305,강남구,온누리구인당약국,서울특별시 강남구 대치동 511번지 한보미도종합상가 110호,552-5550
306,강남구,매봉약국,서울특별시 강남구 도곡동 196번지 1호 1층,572-8007
307,강남구,신사굿약국,서울특별시 강남구 논현동 3번지 2호 1층,541-9165
308,강남구,가나안약국,서울특별시 강남구 신사동 513번지 4호 1층,549-8774
309,강남구,우리대치약국,서울특별시 강남구 대치동 507번지 윈플러스상가 102호,02-2222-2222
310,강남구,밝은온누리약국,서울특별시 강남구 신사동 567번지 22호 1층,511-8277
311,강남구,청담밝은약국,서울특별시 강남구 삼성동 35번지 8호 1층,02-543-7972
312,강남구,테헤란약국,서울특별시 강남구 역삼동 705번지 27호 1층,554-1737
313,강남구,대치예스약국,서울특별시 강남구 대치동 1024번지 410호,555-1150
314,강남구,녹십자옵티마약국,서울특별시 강남구 개포동 1184번지 1층,576-2720
315,강남구,진선약국,서울특별시 강남구 대치동 897번지,567-0429
316,강남구,강남보선약국,서울특별시 강남구 대치동 990번지 삼성상가 107호,568-2310
317,강남구,국기원약국,서울특별시 강남구 역삼동 649번지 14호 2층,565-2131
318,강남구,트리스약국,서울특별시 강남구 논현동 63번지 21호 1층,541-4545
319,강남구,압구정영약국,서울특별시 강남구 신사동 582번지 3호 1층,518-9555
320,강남구,더블유약국,서울특별시 강남구 역삼동 808번지 5호 1층,557-9135
321,강남구,정다운이화약국,서울특별시 강남구 역삼동 754번지 407호,552-3375
322,강남구,만약국,서울특별시 강남구 신사동 654번지 10호 1층,2039-7862
323,강남구,유니팜서울약국,서울특별시 강남구 역삼동 822번지 4호 1층,556-7886
324,강남구,개포메디칼약국,서울특별시 강남구 개포동 653번지 지하1층 16호,574-5410
325,강남구,선정릉약국,서울특별시 강남구 논현동 278번지 19호 1층,541-8378
326,강남구,세코아약국,서울특별시 강남구 역삼동 642번지 9호 송촌빌딩 703-1호,552-6861
327,강남구,강남미소약국,서울특별시 강남구 역삼동 725번지 15호 1층,555-5640
328,강남구,역삼생생약국,서울특별시 강남구 역삼동 738번지 1호 1층 3호,02-0000-0000
329,강남구,역삼라이프약국,서울특별시 강남구 역삼동 627번지 지하1층,554-6881
330,강남구,모건약국,서울특별시 강남구 역삼동 824번지 20호 상경빌딩 1층,
331,강남구,영원약국,서울특별시 강남구 역삼동 601번지 1층,3288-9988
332,강남구,청담명약국,서울특별시 강남구 청담동 76번지 5호 4층 일부,512-0556
333,강남구,강남새천년온누리약국,서울특별시 강남구 대치동 986번지 9호 1층,02-552-3524
334,강남구,메디칼하늘약국,서울특별시 강남구 도곡동 957번지 14호 1층,562-9972
335,강남구,큰길약국,서울특별시 강남구 역삼동 826번지 23호 지하1층,553-1517
336,강남구,강남온누리약국,서울특별시 강남구 대치동 907번지 102호,02-0000-0000
337,강남구,건영약국,서울특별시 강남구 청담동 86번지 지하1층,541-7378
338,강남구,메디팜보문약국,서울특별시 강남구 개포동 186번지 1호 개포빌딩 113호,459-2763
339,강남구,소나무약국,서울특별시 강남구 개포동 1238번지 9호 1층,572-6409
340,강남구,선릉수정약국,서울특별시 강남구 삼성동 141번지 19호 1층,558-8025
341,강남구,킴다나약국,서울특별시 강남구 역삼동 705번지 22호 1층 일부호,2051-6265
342,강남구,메타팜약국,서울특별시 강남구 대치동 606번지 1호 101호,02-566-2268
343,강남구,하이약국,서울특별시 강남구 신사동 621번지 2호 1층,545-5170
344,강남구,곰돌이약국,서울특별시 강남구 역삼동 784번지 6호 지하1층,02-508-2333
345,강남구,다래약국,서울특별시 강남구 역삼동 679번지 지하1층,567-9361
346,강남구,마리약국,서울특별시 강남구 신사동 586번지 1층,070-8950-8548
347,강남구,호원약국,서울특별시 강남구 역삼동 681번지 3호,567-5534
348,강남구,보리수약국,서울특별시 강남구 청담동 65번지 101호 일부,542-2309
349,강남구,에스약국,서울특별시 강남구 신사동 513번지 3호 S-TOWER 지하1층,070-7764-3855
350,강남구,압구정길약국,서울특별시 강남구 신사동 548번지 2호 종화빌딩 1층,070-8844-1195
351,강남구,순수약국,서울특별시 강남구 신사동 502번지 7호 1층,515-7275
352,강남구,소망온누리약국,서울특별시 강남구 논현동 241번지 1호 소망빌딩 S102호,543-1287
353,강남구,타워약국,서울특별시 강남구 신사동 501번지 2호 1층,02-543-5759
354,강남구,굿윌압구정약국,서울특별시 강남구 신사동 610번지 1층 101호,547-7411
355,강남구,메디칼희민약국,서울특별시 강남구 대치동 1001번지 6호 1층,558-6731
356,강남구,달구약국,서울특별시 강남구 일원동 711번지 1호 수서1단지상가 113호,459-3300
357,강남구,한양약국,서울특별시 강남구 신사동 627번지 3호 1층,514-5665
358,강남구,압구정약국,서울특별시 강남구 신사동 664번지 6호 1층 4호,543-0701
359,강남구,강남프라자약국,서울특별시 강남구 논현동 117번지 2호,514-4222
360,강남구,우주약국,서울특별시 강남구 대치동 907번지 15호,553-6885
361,강남구,에이엔씨약국,서울특별시 강남구 논현동 59번지 4호 1층,544-8459
362,강남구,코코약국,서울특별시 강남구 도곡동 422번지,573-6152
363,강남구,온누리기쁜약국,서울특별시 강남구 역삼동 658번지 12호 1층,566-0027
364,강남구,명옥약국,서울특별시 강남구 신사동 614번지 7호,543-3751
365,강남구,아로마약국,서울특별시 강남구 역삼동 732번지 21호,508-6064
366,강남구,강남소화약국,서울특별시 강남구 삼성동 166번지 6호,556-8357
367,강남구,웰스약국,서울특별시 강남구 논현동 201번지 14호 1층,518-8821
368,강남구,역삼우주약국,서울특별시 강남구 역삼동 719번지 24호 역삼역센트럴푸르지오 지하1층 B106호,
369,강남구,양성심약국,서울특별시 강남구 신사동 549번지 7호,02-595-3736
370,강남구,밝은약국,서울특별시 강남구 역삼동 732번지 18호 102호,557-8575
371,강남구,신분당약국,서울특별시 강남구 역삼동 858번지 신분당선 강남역내 23호,558-0803
372,강남구,예주약국,서울특별시 강남구 논현동 169번지 3호 1층,3443-7589
373,강남구,팜팜약국,서울특별시 강남구 신사동 574번지 선덕빌딩 1층 104호,02-516-0203
374,강남구,대치이화약국,서울특별시 강남구 대치동 966번지 4호 3층,567-3375
375,강남구,아름약국,서울특별시 강남구 역삼동 826번지 21호 2층,
376,강남구,아이조은약국,서울특별시 강남구 삼성동 70번지 블래스톤리조트 2층,02-3445-9151
377,강남구,새봄약국,서울특별시 강남구 신사동 575번지 108호,542-9307
378,강남구,올리브온누리약국,서울특별시 강남구 역삼동 736번지 18호 1층,538-5257
379,강남구,압구정온누리약국,서울특별시 강남구 신사동 580번지 105호,514-0777
380,강남구,솔약국,서울특별시 강남구 개포동 12번지 4호 석탑프라자 101호,2226-9828
381,강남구,라인약국,서울특별시 강남구 역삼동 830번지 70호 1층,563-8383
382,강남구,도곡메디칼약국,서울특별시 강남구 도곡동 540번지 외1필지 도곡삼호상가 지하1층 103호 1층 201호,3462-9095
383,강남구,에스엠피약국,서울특별시 강남구 일원동 716번지 목련상가 110호,2226-1141
384,강남구,제이비미소약국,서울특별시 강남구 신사동 583번지 3호 제이비미소빌딩 1층 107호,543-8391
385,강남구,하늘약국,서울특별시 강남구 신사동 583번지 3호 제이비미소빌딩 1층 111호,549-9119
386,강남구,삼성제일약국,서울특별시 강남구 일원동 644번지 4호 1층,459-5511
387,강남구,천사약국,서울특별시 강남구 일원동 715번지 1호 신영프라자 108호,459-3702
388,강남구,동성약국,서울특별시 강남구 대치동 316번지 은마상가 에이블럭 180호,566-3728
389,강남구,논현약국,서울특별시 강남구 논현동 240번지 13호 고현빌딩 1층,544-3922
390,강남구,사랑약국,서울특별시 강남구 개포동 12번지 4호 석탑프라자 2층,3411-9305
391,강남구,이삼성약국,서울특별시 강남구 일원동 687번지 소림빌딩 1층,3412-1254
392,강남구,솔잎약국,서울특별시 강남구 개포동 12번지 4호 석탑프라자 308-1호,445-8928
393,강남구,서울온누리약국,서울특별시 강남구 대치동 901번지 67호,3453-9557
394,강남구,코코온누리약국,서울특별시 강남구 역삼동 820번지 9호 202호,539-1500
395,강남구,거평원온누리약국,서울특별시 강남구 논현동 203번지 1호 지하1층,544-4567
396,강남구,건강온누리약국,서울특별시 강남구 대치동 316번지 은마상가 B동 109호,02-562-1377
397,강남구,소은약국,서울특별시 강남구 논현동 95번지 청석빌딩 1층,3443-5561
398,강남구,플러스약국,,070-7783-4101
399,강남구,해림온누리약국,서울특별시 강남구 역삼동 737번지 강남파이낸스센터 지하2층,2112-2911
400,강남구,청담비비약국,서울특별시 강남구 청담동 62번지 24호 1층,548-3433
401,강남구,강남맑은약국,서울특별시 강남구 도곡동 943번지 3층,573-8798
402,강남구,노바약국,서울특별시 강남구 논현동 180번지 18호 1층,542-3696
403,강남구,테헤란건강약국,서울특별시 강남구 대치동 889번지 72호 102호,556-4166
404,강남구,싱싱온누리약국,서울특별시 강남구 신사동 502번지 11호 영일빌딩 1층,070-5025-6227
405,강남구,신사온누리약국,서울특별시 강남구 논현동 17번지 동신빌딩 1층,518-6243
406,강남구,밝은마음약국,서울특별시 강남구 신사동 583번지 3호 제이비 미소빌딩,02-6203-7770
407,강남구,민트약국,서울특별시 강남구 논현동 18번지 1층,02-511-5002
408,강남구,미플러스약국,서울특별시 강남구 논현동 17번지 4호 보림빌딩 지하층,5172513
409,강남구,신논현약국,서울특별시 강남구 논현동 201번지 13호 지하1층,02-545-3580
410,강남구,정원약국,서울특별시 강남구 청담동 132번지 풍양빌딩1층 103호,02
411,강남구,늘푸른약국,서울특별시 강남구 논현동 237번지 11호 파크랜드빌딩 지하1층 45호,568-5560
412,강남구,에이타워약국,서울특별시 강남구 역삼동 822번지 1호 1층,552-3800
413,강남구,행복한약국,서울특별시 강남구 역삼동 719번지 4호 도원빌딩 지하1층 일부,3453-6795
414,강남구,더조은약국,서울특별시 강남구 자곡동 619번지 상가1동 B202호,459-3005
415,강남구,석탑이레약국,서울특별시 강남구 개포동 12번지 4호 401호,3411-3968
416,강남구,청아토한약국,서울특별시 강남구 대치동 898번지 4호 1층,555-2029
417,강남구,역삼오늘약국,서울특별시 강남구 역삼동 736번지 55호 2층,
418,강남구,소호약국,서울특별시 강남구 신사동 603번지 2호 1층,543-8207
419,강남구,청아약국,서울특별시 강남구 논현동 37번지 18호 1층,02-511-6201
420,강남구,도곡타워약국,서울특별시 강남구 도곡동 467번지 7호 B1층  101동 24A호,02-529-2916
421,강남구,논현동약국,서울특별시 강남구 논현동 86번지 7호 1층,02-542-4321
422,강남구,동양약국,서울특별시 강남구 자곡동 651번지 109-2호,02-445-7506
423,강남구,솔빛동양약국,서울특별시 강남구 도곡동 467번지 19호 현대비전21 110호,070-7740-5462
424,강남구,연우약국,서울특별시 강남구 도곡동 540번지 104105202호,02-578-9436
425,강남구,누리약국,서울특별시 강남구 역삼동 707번지 1호 3층,02-558-5887
426,강남구,연약국,서울특별시 강남구 대치동 1002번지 케이티앤지 타워 지하1층,02-554-8199
427,강남구,강남센느약국,서울특별시 강남구 역삼동 825번지 20호 122호,02-2222-2222
428,강남구,위드팜바른약국,서울특별시 강남구 일원동 717번지 109호,02-222-2222
429,강남구,세곡온누리약국,서울특별시 강남구 세곡동 594번지 2층,070-8828-7963
430,강남구,대청약국,서울특별시 강남구 개포동 13번지 3호 대청타워 106호,02-3412-0106
431,강남구,경옥채한약국,서울특별시 강남구 청담동 11번지 1호 1층 102호,3013-1075
432,강남구,신논현비비약국,서울특별시 강남구 논현동 200번지 7호 지하2층,02-542-8559
433,강남구,바른약국,서울특별시 강남구 대치동 622번지 대치 클래시아 1층 105호,02-568-6811
